"","date","OAS","TED","TreasurySpread"
"3228",2018-06-18,3.34,0.41,0.36
"3229",2018-06-19,3.4,0.42,0.35
"3230",2018-06-20,3.34,0.43,0.37
"3231",2018-06-21,3.39,0.44,0.34
"3232",2018-06-22,3.39,0.45,0.34
"3233",2018-06-25,3.47,0.44,0.33
"3234",2018-06-26,3.48,0.44,0.35
"3235",2018-06-27,3.56,0.44,0.31
"3236",2018-06-28,3.64,0.45,0.32
"3237",2018-06-29,3.61,0.45,0.33
"3238",2018-07-02,3.78,0.39,0.3
"3239",2018-07-03,3.77,0.4,0.3
"3240",2018-07-05,3.74,0.42,0.29
"3241",2018-07-06,3.74,0.4,0.29
"3242",2018-07-09,3.65,0.38,0.29
"3243",2018-07-10,3.59,0.39,0.28
"3244",2018-07-11,3.66,0.41,0.27
"3245",2018-07-12,3.61,0.4,0.25
"3246",2018-07-13,3.62,0.4,0.24
"3247",2018-07-16,3.59,0.35,0.26
"3248",2018-07-17,3.58,0.36,0.24
"3249",2018-07-18,3.56,0.39,0.28
"3250",2018-07-19,3.59,0.39,0.24
"3251",2018-07-20,3.55,0.39,0.29
"3252",2018-07-23,3.5,0.38,0.32
"3253",2018-07-24,3.47,0.35,0.32
"3254",2018-07-25,3.48,0.37,0.28
"3255",2018-07-26,3.42,0.39,0.29
"3256",2018-07-27,3.42,0.38,0.29
"3257",2018-07-30,3.43,0.33,0.32
"3258",2018-07-31,3.46,0.36,0.29
"3259",2018-08-01,3.43,0.36,0.33
"3260",2018-08-02,3.43,0.36,0.32
"3261",2018-08-03,3.43,0.37,0.32
"3262",2018-08-06,3.43,0.32,0.3
"3263",2018-08-07,3.35,0.32,0.3
"3264",2018-08-08,3.37,0.32,0.28
"3265",2018-08-09,3.38,0.32,0.29
"3266",2018-08-10,3.5,0.31,0.26
"3267",2018-08-13,3.52,0.28,0.27
"3268",2018-08-14,3.48,0.28,0.26
"3269",2018-08-15,3.55,0.28,0.25
"3270",2018-08-16,3.49,0.29,0.24
"3271",2018-08-17,3.49,0.3,0.26
"3272",2018-08-20,3.52,0.28,0.22
"3273",2018-08-21,3.48,0.27,0.24
"3274",2018-08-22,3.48,0.26,0.22
"3275",2018-08-23,3.47,0.27,0.21
"3276",2018-08-24,3.46,0.27,0.19
"3277",2018-08-28,3.4,0.22,0.21
"3278",2018-08-29,3.39,0.22,0.22
"3279",2018-08-30,3.44,0.25,0.22
"3280",2018-08-31,3.49,0.25,0.24
"3281",2018-09-04,3.46,0.23,0.24
"3282",2018-09-05,3.49,0.22,0.24
"3283",2018-09-06,3.52,0.24,0.24
"3284",2018-09-07,3.48,0.23,0.23
"3285",2018-09-10,3.46,0.22,0.21
"3286",2018-09-11,3.4,0.22,0.22
"3287",2018-09-12,3.38,0.21,0.23
"3288",2018-09-13,3.35,0.22,0.21
"3289",2018-09-14,3.29,0.22,0.21
"3290",2018-09-17,3.29,0.21,0.21
"3291",2018-09-18,3.24,0.21,0.24
"3292",2018-09-19,3.24,0.23,0.27
"3293",2018-09-20,3.25,0.24,0.26
"3294",2018-09-21,3.25,0.23,0.26
"3295",2018-09-24,3.28,0.19,0.25
"3296",2018-09-25,3.26,0.21,0.27
"3297",2018-09-26,3.27,0.23,0.23
"3298",2018-09-27,3.25,0.26,0.23
"3299",2018-09-28,3.24,0.25,0.24
"3300",2018-10-01,3.22,0.21,0.27
"3301",2018-10-02,3.22,0.22,0.23
"3302",2018-10-03,3.16,0.22,0.3
"3303",2018-10-04,3.29,0.23,0.32
"3304",2018-10-05,3.32,0.23,0.35
"3305",2018-10-09,3.41,0.21,0.33
"3306",2018-10-10,3.51,0.2,0.34
"3307",2018-10-11,3.58,0.22,0.29
"3308",2018-10-12,3.54,0.21,0.3
"3309",2018-10-15,3.49,0.18,0.31
"3310",2018-10-16,3.45,0.18,0.29
"3311",2018-10-17,3.45,0.18,0.3
"3312",2018-10-18,3.51,0.2,0.3
"3313",2018-10-19,3.51,0.22,0.28
"3314",2018-10-22,3.52,0.19,0.28
"3315",2018-10-23,3.65,0.2,0.28
"3316",2018-10-24,3.68,0.22,0.26
"3317",2018-10-25,3.72,0.22,0.28
"3318",2018-10-26,3.85,0.24,0.27
"3319",2018-10-29,3.84,0.23,0.27
"3320",2018-10-30,3.89,0.25,0.28
"3321",2018-10-31,3.81,0.27,0.28
"3322",2018-11-01,3.81,0.31,0.3
"3323",2018-11-02,3.72,0.31,0.31
"3324",2018-11-05,3.72,0.27,0.29
"3325",2018-11-06,3.68,0.28,0.29
"3326",2018-11-07,3.6,0.28,0.26
"3327",2018-11-08,3.57,0.31,0.26
"3328",2018-11-09,3.71,0.31,0.25
"3329",2018-11-13,3.89,0.28,0.25
"3330",2018-11-14,3.99,0.3,0.26
"3331",2018-11-15,4.11,0.32,0.25
"3332",2018-11-16,4.18,0.33,0.27
"3333",2018-11-19,4.25,0.31,0.27
"3334",2018-11-20,4.33,0.31,0.27
"3335",2018-11-21,4.24,0.32,0.25
"3336",2018-11-23,4.29,0.33,0.24
"3337",2018-11-26,4.26,0.34,0.23
"3338",2018-11-27,4.31,0.35,0.23
"3339",2018-11-28,4.25,0.36,0.25
"3340",2018-11-29,4.22,0.42,0.22
"3341",2018-11-30,4.29,0.42,0.21
"3342",2018-12-03,4.2,0.41,0.15
"3343",2018-12-04,4.29,0.36,0.11
"3344",2018-12-06,4.5,0.41,0.12
"3345",2018-12-07,4.5,0.42,0.13
"3346",2018-12-10,4.56,0.41,0.13
"3347",2018-12-11,4.48,0.41,0.11
"3348",2018-12-12,4.4,0.39,0.14
"3349",2018-12-13,4.39,0.41,0.16
"3350",2018-12-14,4.46,0.43,0.16
"3351",2018-12-17,4.58,0.44,0.16
"3352",2018-12-18,4.72,0.45,0.17
"3353",2018-12-19,4.84,0.44,0.14
"3354",2018-12-20,5.11,0.48,0.12
"3355",2018-12-21,5.22,0.48,0.16
"3356",2018-12-24,5.35,0.4,0.19
"3357",2018-12-27,5.38,0.44,0.21
"3358",2018-12-28,5.3,0.45,0.2
"3359",2018-12-31,5.33,0.41,0.21
"3360",2019-01-02,5.35,0.42,0.16
"3361",2019-01-03,5.44,0.44,0.17
"3362",2019-01-04,5.05,0.43,0.17
"3363",2019-01-07,4.83,0.39,0.17
"3364",2019-01-08,4.65,0.37,0.15
"3365",2019-01-09,4.52,0.4,0.18
"3366",2019-01-10,4.54,0.42,0.18
"3367",2019-01-11,4.55,0.41,0.16
"3368",2019-01-14,4.6,0.38,0.18
"3369",2019-01-15,4.55,0.37,0.19
"3370",2019-01-16,4.44,0.4,0.18
"3371",2019-01-17,4.4,0.41,0.19
"3372",2019-01-18,4.27,0.4,0.17
"3373",2019-01-22,4.41,0.4,0.16
"3374",2019-01-23,4.39,0.41,0.18
"3375",2019-01-24,4.45,0.44,0.16
"3376",2019-01-25,4.34,0.41,0.16
"3377",2019-01-28,4.41,0.38,0.15
"3378",2019-01-29,4.4,0.37,0.16
"3379",2019-01-30,4.36,0.37,0.18
"3380",2019-01-31,4.37,0.38,0.18
"3381",2019-02-01,4.29,0.38,0.18
"3382",2019-02-04,4.25,0.36,0.2
"3383",2019-02-05,4.15,0.37,0.18
"3384",2019-02-06,4.13,0.37,0.18
"3385",2019-02-07,4.29,0.33,0.17
"3386",2019-02-08,4.32,0.32,0.18
"3387",2019-02-11,4.28,0.29,0.17
"3388",2019-02-12,4.17,0.31,0.18
"3389",2019-02-13,4.12,0.29,0.18
"3390",2019-02-14,4.17,0.31,0.16
"3391",2019-02-15,4.12,0.3,0.14
"3392",2019-02-19,4.11,0.23,0.15
"3393",2019-02-20,4.08,0.26,0.15
"3394",2019-02-21,4.04,0.25,0.16
"3395",2019-02-22,4.05,0.24,0.17
"3396",2019-02-25,4,0.22,0.16
"3397",2019-02-26,4.01,0.23,0.16
"3398",2019-02-27,3.94,0.23,0.19
"3399",2019-02-28,3.92,0.22,0.21
"3400",2019-03-01,3.86,0.21,0.21
"3401",2019-03-04,3.9,0.2,0.17
"3402",2019-03-05,3.91,0.2,0.17
"3403",2019-03-06,3.98,0.18,0.17
"3404",2019-03-07,4.1,0.2,0.17
"3405",2019-03-08,4.18,0.19,0.17
"3406",2019-03-11,4.12,0.2,0.17
"3407",2019-03-12,4.08,0.18,0.16
"3408",2019-03-13,3.99,0.21,0.16
"3409",2019-03-14,3.95,0.21,0.17
"3410",2019-03-15,3.95,0.23,0.16
"3411",2019-03-18,3.95,0.24,0.15
"3412",2019-03-19,3.91,0.2,0.15
"3413",2019-03-20,3.97,0.19,0.14
"3414",2019-03-21,3.92,0.17,0.13
"3415",2019-03-22,4.03,0.2,0.13
"3416",2019-03-25,4.13,0.2,0.17
"3417",2019-03-26,4.09,0.19,0.17
"3418",2019-03-27,4.09,0.21,0.17
"3419",2019-03-28,4.08,0.21,0.16
"3420",2019-03-29,3.99,0.25,0.14
"3421",2019-04-01,3.94,0.22,0.16
"3422",2019-04-02,3.95,0.23,0.18
"3423",2019-04-03,3.9,0.21,0.19
"3424",2019-04-04,3.9,0.2,0.18
"3425",2019-04-05,3.86,0.2,0.15
"3426",2019-04-08,3.84,0.2,0.16
"3427",2019-04-09,3.86,0.21,0.16
"3428",2019-04-10,3.86,0.22,0.17
"3429",2019-04-11,3.79,0.22,0.16
"3430",2019-04-12,3.68,0.21,0.16
"3431",2019-04-15,3.68,0.21,0.15
"3432",2019-04-16,3.64,0.22,0.19
"3433",2019-04-17,3.67,0.2,0.19
"3434",2019-04-18,3.73,0.21,0.19
"3435",2019-04-23,3.72,0.18,0.21
"3436",2019-04-24,3.73,0.2,0.21
"3437",2019-04-25,3.75,0.2,0.21
"3438",2019-04-26,3.76,0.21,0.23
"3439",2019-04-29,3.73,0.19,0.24
"3440",2019-04-30,3.73,0.2,0.24
"3441",2019-05-01,3.71,0.2,0.21
"3442",2019-05-02,3.74,0.16,0.2
"3443",2019-05-03,3.72,0.18,0.21
"3444",2019-05-07,3.89,0.18,0.17
"3445",2019-05-08,3.87,0.17,0.19
"3446",2019-05-09,3.99,0.16,0.19
"3447",2019-05-10,4.01,0.15,0.21
"3448",2019-05-13,4.2,0.16,0.22
"3449",2019-05-14,4.13,0.16,0.22
"3450",2019-05-15,4.17,0.16,0.21
"3451",2019-05-16,4.06,0.17,0.2
"3452",2019-05-17,4.07,0.18,0.19
"3453",2019-05-20,4.06,0.18,0.2
"3454",2019-05-21,3.99,0.18,0.17
"3455",2019-05-22,4.03,0.19,0.16
"3456",2019-05-23,4.22,0.2,0.19
"3457",2019-05-24,4.16,0.22,0.16
"3458",2019-05-28,4.19,0.2,0.14
"3459",2019-05-29,4.36,0.2,0.16
"3460",2019-05-30,4.33,0.19,0.16
"3461",2019-05-31,4.59,0.2,0.19
"3462",2019-06-03,4.7,0.18,0.25
"3463",2019-06-04,4.53,0.17,0.24
"3464",2019-06-05,4.48,0.17,0.29
"3465",2019-06-06,4.42,0.17,0.24
"3466",2019-06-07,4.37,0.22,0.24
"3467",2019-06-10,4.23,0.2,0.25
"3468",2019-06-11,4.2,0.23,0.22
"3469",2019-06-12,4.22,0.24,0.25
"3470",2019-06-13,4.24,0.27,0.27
"3471",2019-06-14,4.23,0.25,0.25
"3472",2019-06-17,4.23,0.24,0.23
"3473",2019-06-18,4.14,0.22,0.2
"3474",2019-06-19,4.16,0.26,0.29
"3475",2019-06-20,4.03,0.25,0.29
"3476",2019-06-21,3.95,0.28,0.3
"3477",2019-06-24,4,0.25,0.3
"3478",2019-06-25,4.09,0.24,0.29
"3479",2019-06-26,4.05,0.23,0.28
"3480",2019-06-27,4.09,0.23,0.27
"3481",2019-06-28,4.07,0.24,0.25
"3482",2019-07-01,3.99,0.17,0.25
"3483",2019-07-02,4.04,0.16,0.21
"3484",2019-07-05,3.98,0.13,0.17
"3485",2019-07-08,4,0.13,0.17
"3486",2019-07-09,4.03,0.13,0.15
"3487",2019-07-10,4.01,0.19,0.25
"3488",2019-07-11,4,0.18,0.28
"3489",2019-07-12,4.02,0.22,0.28
"3490",2019-07-15,4,0.19,0.26
"3491",2019-07-16,3.96,0.2,0.26
"3492",2019-07-17,4.01,0.21,0.23
"3493",2019-07-18,4.11,0.27,0.27
"3494",2019-07-19,4.07,0.24,0.25
"3495",2019-07-22,4.06,0.24,0.25
"3496",2019-07-23,3.99,0.26,0.25
"3497",2019-07-24,3.98,0.22,0.22
"3498",2019-07-25,3.93,0.2,0.22
"3499",2019-07-26,3.89,0.19,0.22
"3500",2019-07-29,3.93,0.19,0.21
"3501",2019-07-30,3.97,0.21,0.21
"3502",2019-07-31,3.93,0.23,0.13
"3503",2019-08-01,4.1,0.26,0.17
"3504",2019-08-02,4.19,0.22,0.14
"3505",2019-08-05,4.53,0.21,0.16
"3506",2019-08-06,4.46,0.18,0.13
"3507",2019-08-07,4.52,0.2,0.12
"3508",2019-08-08,4.31,0.2,0.1
"3509",2019-08-09,4.31,0.22,0.11
"3510",2019-08-12,4.4,0.22,0.07
"3511",2019-08-13,4.25,0.2,0.02
"3512",2019-08-14,4.49,0.25,0.01
"3513",2019-08-15,4.52,0.25,0.04
"3514",2019-08-16,4.47,0.31,0.07
"3515",2019-08-19,4.36,0.25,0.07
"3516",2019-08-20,4.35,0.25,0.05
"3517",2019-08-21,4.21,0.22,0.03
"3518",2019-08-22,4.16,0.17,0.01
"3519",2019-08-23,4.25,0.21,0.01
"3520",2019-08-27,4.19,0.18,-0.04
"3521",2019-08-28,4.17,0.17,-0.03
"3522",2019-08-29,4.08,0.18,-0.03
"3523",2019-08-30,4.09,0.19,0
"3524",2019-09-03,4.23,0.19,0
"3525",2019-09-04,4.23,0.18,0.04
"3526",2019-09-05,4.07,0.17,0.02
"3527",2019-09-06,4.05,0.21,0.02
"3528",2019-09-09,3.99,0.22,0.05
"3529",2019-09-10,3.9,0.22,0.05
"3530",2019-09-11,3.92,0.21,0.07
"3531",2019-09-12,3.85,0.21,0.07
"3532",2019-09-13,3.83,0.22,0.11
"3533",2019-09-16,3.8,0.2,0.1
"3534",2019-09-17,3.81,0.21,0.09
"3535",2019-09-18,3.82,0.25,0.03
"3536",2019-09-19,3.77,0.27,0.05
"3537",2019-09-20,3.81,0.26,0.05
"3538",2019-09-23,3.84,0.21,0.04
"3539",2019-09-24,3.9,0.23,0.04
"3540",2019-09-25,3.91,0.25,0.05
"3541",2019-09-26,3.95,0.31,0.04
"3542",2019-09-27,3.99,0.34,0.06
"3543",2019-09-30,4.02,0.25,0.05
"3544",2019-10-01,4.08,0.31,0.09
"3545",2019-10-02,4.28,0.31,0.12
"3546",2019-10-03,4.4,0.37,0.15
"3547",2019-10-04,4.38,0.35,0.12
"3548",2019-10-07,4.31,0.3,0.1
"3549",2019-10-08,4.39,0.33,0.12
"3550",2019-10-09,4.32,0.32,0.12
"3551",2019-10-10,4.26,0.34,0.14
"3552",2019-10-11,4.1,0.35,0.13
"3553",2019-10-15,4.01,0.36,0.16
"3554",2019-10-16,4.01,0.37,0.17
"3555",2019-10-17,4,0.34,0.16
"3556",2019-10-18,4.02,0.32,0.18
"3557",2019-10-21,3.98,0.29,0.18
"3558",2019-10-22,3.99,0.32,0.18
"3559",2019-10-23,3.98,0.32,0.19
"3560",2019-10-24,3.96,0.3,0.19
"3561",2019-10-25,3.89,0.3,0.17
"3562",2019-10-28,3.85,0.32,0.21
"3563",2019-10-29,3.86,0.33,0.2
"3564",2019-10-30,3.96,0.32,0.17
"3565",2019-10-31,4.15,0.39,0.17
"3566",2019-11-01,4.09,0.4,0.17
"3567",2019-11-04,3.99,0.41,0.19
"3568",2019-11-05,3.97,0.36,0.23
"3569",2019-11-06,4.02,0.37,0.2
"3570",2019-11-07,3.96,0.37,0.24
"3571",2019-11-08,4,0.38,0.26
"3572",2019-11-12,4,0.35,0.26
"3573",2019-11-13,4.05,0.37,0.25
"3574",2019-11-14,4.08,0.36,0.24
"3575",2019-11-15,4.06,0.36,0.23
"3576",2019-11-18,4.09,0.36,0.21
"3577",2019-11-19,4.12,0.35,0.19
"3578",2019-11-20,4.18,0.36,0.17
"3579",2019-11-21,4.17,0.36,0.17
"3580",2019-11-22,4.13,0.37,0.16
"3581",2019-11-25,4.08,0.34,0.15
"3582",2019-11-26,4.05,0.34,0.16
"3583",2019-11-27,3.99,0.32,0.14
"3584",2019-11-29,4.01,0.35,0.17
"3585",2019-12-02,4.03,0.33,0.22
"3586",2019-12-03,4.14,0.35,0.19
"3587",2019-12-04,4.02,0.37,0.19
"3588",2019-12-05,4,0.38,0.22
"3589",2019-12-06,3.89,0.39,0.23
"3590",2019-12-09,3.88,0.38,0.2
"3591",2019-12-10,3.84,0.36,0.2
"3592",2019-12-11,3.83,0.35,0.18
"3593",2019-12-12,3.7,0.36,0.24
"3594",2019-12-13,3.71,0.36,0.21
"3595",2019-12-16,3.62,0.36,0.24
"3596",2019-12-17,3.58,0.37,0.26
"3597",2019-12-18,3.51,0.38,0.29
"3598",2019-12-19,3.54,0.39,0.3
"3599",2019-12-20,3.53,0.38,0.29
"3600",2019-12-23,3.52,0.39,0.29
"3601",2019-12-24,3.53,0.41,0.28
"3602",2019-12-27,3.56,0.4,0.29
"3603",2019-12-30,3.6,0.37,0.32
"3604",2020-01-02,3.56,0.39,0.3
"3605",2020-01-03,3.61,0.38,0.27
"3606",2020-01-06,3.57,0.34,0.27
"3607",2020-01-07,3.54,0.37,0.29
"3608",2020-01-08,3.5,0.32,0.29
"3609",2020-01-09,3.49,0.34,0.27
"3610",2020-01-10,3.48,0.33,0.27
"3611",2020-01-13,3.48,0.29,0.27
"3612",2020-01-14,3.45,0.3,0.24
"3613",2020-01-15,3.44,0.3,0.23
"3614",2020-01-16,3.42,0.31,0.23
"3615",2020-01-17,3.39,0.29,0.26
"3616",2020-01-21,3.47,0.28,0.25
"3617",2020-01-22,3.49,0.28,0.24
"3618",2020-01-23,3.58,0.27,0.23
"3619",2020-01-24,3.68,0.29,0.21
"3620",2020-01-27,4.03,0.25,0.17
"3621",2020-01-28,3.86,0.23,0.2
"3622",2020-01-29,3.83,0.25,0.18
"3623",2020-01-30,3.95,0.22,0.16
"3624",2020-01-31,4.03,0.23,0.18
"3625",2020-02-03,3.97,0.2,0.18
"3626",2020-02-04,3.85,0.2,0.2
"3627",2020-02-05,3.75,0.2,0.22
"3628",2020-02-06,3.7,0.19,0.21
"3629",2020-02-07,3.75,0.2,0.18
"3630",2020-02-10,3.75,0.16,0.19
"3631",2020-02-11,3.65,0.17,0.18
"3632",2020-02-12,3.59,0.15,0.18
"3633",2020-02-13,3.57,0.13,0.17
"3634",2020-02-14,3.56,0.14,0.17
"3635",2020-02-18,3.61,0.14,0.14
"3636",2020-02-19,3.57,0.15,0.14
"3637",2020-02-20,3.62,0.13,0.13
"3638",2020-02-21,3.66,0.15,0.12
"3639",2020-02-24,4.03,0.15,0.12
"3640",2020-02-25,4.18,0.14,0.13
"3641",2020-02-26,4.27,0.11,0.17
"3642",2020-02-27,4.62,0.16,0.19
"3643",2020-02-28,5.04,0.21,0.27
"3644",2020-03-02,4.97,0.15,0.26
"3645",2020-03-03,4.84,0.38,0.31
"3646",2020-03-04,4.75,0.29,0.35
"3647",2020-03-05,5.05,0.39,0.33
"3648",2020-03-06,5.64,0.45,0.25
"3649",2020-03-09,6.68,0.45,0.16
"3650",2020-03-10,6.38,0.35,0.26
"3651",2020-03-11,6.61,0.36,0.32
"3652",2020-03-12,7.42,0.41,0.38
"3653",2020-03-13,7.31,0.57,0.45
"3654",2020-03-16,8.38,0.65,0.37
"3655",2020-03-17,8.41,0.86,0.55
"3656",2020-03-18,9.04,1.1,0.64
"3657",2020-03-19,9.82,1.16,0.68
"3658",2020-03-20,10.09,1.15,0.55
"3659",2020-03-23,10.87,1.2,0.48
"3660",2020-03-24,10.55,1.22,0.46
"3661",2020-03-25,10.11,1.31,0.54
"3662",2020-03-26,9.29,1.42,0.53
"3663",2020-03-27,8.99,1.42,0.47
"3664",2020-03-30,8.82,1.31,0.47
"3665",2020-03-31,8.77,1.34,0.47
"3666",2020-04-01,9.11,1.35,0.39
"3667",2020-04-02,9.17,1.28,0.4
"3668",2020-04-03,9.43,1.29,0.39
"3669",2020-04-06,9.26,1.2,0.4
"3670",2020-04-07,8.88,1.18,0.47
"3671",2020-04-08,8.81,1.09,0.5
"3672",2020-04-09,7.96,0.97,0.5
"3673",2020-04-14,7.35,0.98,0.53
"3674",2020-04-15,7.64,0.99,0.43
"3675",2020-04-16,7.58,1,0.41
